Facility ID,Excess Readmission Ratio,Number of Readmissions,Number of Discharges,Readmission Rate
130013,0.9462,,0.0,
130013,1.1852,,0.0,
130013,0.9058,20.0,149.0,13.422818791946309
130013,0.9726,,0.0,
130013,0.0,0.0,0.0,
130013,0.9657,,0.0,
130014,0.9484,12.0,110.0,10.909090909090908
130014,0.0,0.0,0.0,
130014,1.0047,15.0,80.0,18.75
130014,0.0,0.0,0.0,
130014,0.0,0.0,0.0,
130014,0.0,0.0,0.0,
130018,0.8873,25.0,250.0,10.0
130018,1.0836,,0.0,
130018,0.9607,35.0,213.0,16.431924882629108
130018,0.9839,,0.0,
130018,0.9891,,0.0,
130018,0.8619,22.0,301.0,7.308970099667775
130025,0.9688,,0.0,
130025,0.0,0.0,0.0,
130025,0.0,0.0,0.0,
130025,0.0,0.0,0.0,
130025,0.0,0.0,0.0,
130025,0.0,0.0,0.0,
130028,0.9426,26.0,213.0,12.206572769953052
130028,0.9198,,0.0,
130028,0.8545,20.0,191.0,10.471204188481675
130028,0.9794,,0.0,
130028,1.0611,,0.0,
130028,1.0015,19.0,156.0,12.179487179487179
130049,0.7803,24.0,337.0,7.121661721068249
130049,0.9635,,0.0,
130049,0.8373,64.0,478.0,13.389121338912133
130049,0.9421,15.0,115.0,13.043478260869565
130049,0.8365,,0.0,
130049,0.8339,20.0,313.0,6.3897763578274756
130063,0.0,0.0,0.0,
130063,0.0,0.0,0.0,
130063,0.0,0.0,0.0,
130063,0.0,0.0,0.0,
130063,0.0,0.0,0.0,
130063,0.0,0.0,0.0,
130065,0.0,0.0,0.0,
130065,0.8036,,0.0,
130065,0.0,0.0,0.0,
130065,0.0,0.0,0.0,
130065,0.0,0.0,0.0,
130065,0.0,0.0,0.0,
130066,0.0,0.0,0.0,
130066,0.9897,,0.0,
130066,0.0,0.0,0.0,
130066,0.0,0.0,0.0,
130066,0.0,0.0,0.0,
130066,0.0,0.0,0.0,
130071,0.9797,17.0,121.0,14.049586776859504
130071,0.0,0.0,0.0,
130071,0.9534,20.0,128.0,15.625
130071,0.9999,,0.0,
130071,0.0,0.0,0.0,
130071,0.998,,0.0,
130073,0.0,0.0,0.0,
130073,0.0,0.0,0.0,
130073,0.0,0.0,0.0,
130073,0.0,0.0,0.0,
130073,0.0,0.0,0.0,
130073,0.0,0.0,0.0,
130074,0.9705,15.0,125.0,12.0
130074,0.0,0.0,0.0,
130074,0.9068,,0.0,
130074,0.9798,,0.0,
130074,0.0,0.0,0.0,
130074,0.0,0.0,0.0,
140001,0.9935,14.0,103.0,13.592233009708737
140001,0.8948,,0.0,
140001,1.0667,21.0,87.0,24.137931034482758
140001,1.0418,14.0,72.0,19.444444444444446
140001,0.0,0.0,0.0,
140001,0.0,0.0,0.0,
140002,1.1364,62.0,292.0,21.232876712328768
140002,0.9806,,0.0,
140002,1.1025,80.0,324.0,24.691358024691358
140002,1.0138,26.0,124.0,20.967741935483872
140002,0.0,0.0,0.0,
140002,1.0147,,0.0,
140007,1.0637,120.0,636.0,18.867924528301888
140007,0.9416,,0.0,
140007,1.1451,188.0,777.0,24.195624195624195
140007,1.1026,46.0,197.0,23.3502538071066
140007,1.0041,,0.0,
140007,1.1025,41.0,229.0,17.903930131004365
140008,1.115,40.0,179.0,22.3463687150838
140008,1.1721,,0.0,
140008,1.0838,74.0,309.0,23.948220064724918
140008,1.0119,24.0,116.0,20.689655172413794
140008,0.0,0.0,0.0,
140008,1.1319,20.0,84.0,23.809523809523807
140010,1.0257,267.0,1621.0,16.47131400370142
140010,0.8951,37.0,798.0,4.636591478696742
140010,1.0808,404.0,1911.0,21.140763997906856
140010,0.9839,55.0,286.0,19.230769230769234
140010,0.9501,,0.0,
140010,1.0335,73.0,512.0,14.2578125
140011,1.1413,80.0,382.0,20.94240837696335
140011,1.1292,14.0,214.0,6.5420560747663545
140011,1.0529,77.0,336.0,22.916666666666664
140011,1.0538,48.0,237.0,20.253164556962027
140011,0.0,0.0,0.0,
140011,0.0,0.0,0.0,
140012,1.0095,25.0,160.0,15.625
140012,0.0,0.0,0.0,
140012,1.0202,36.0,184.0,19.565217391304348
140012,0.9833,11.0,73.0,15.068493150684931
140012,0.0,0.0,0.0,
140012,1.0584,15.0,94.0,15.957446808510639
140013,0.9763,28.0,195.0,14.358974358974358
140013,0.0,0.0,0.0,
140013,1.0223,44.0,228.0,19.298245614035086
140013,0.9973,,0.0,
140013,0.0,0.0,0.0,
140013,1.0318,,0.0,
140015,1.0843,152.0,811.0,18.7422934648582
140015,1.037,,0.0,
140015,0.9668,139.0,702.0,19.8005698005698
140015,0.9217,36.0,231.0,15.584415584415584
140015,0.9372,11.0,134.0,8.208955223880597
140015,0.8782,22.0,243.0,9.053497942386832
140018,1.0012,,0.0,
140018,0.0,0.0,0.0,
140018,1.0091,29.0,124.0,23.387096774193548
140018,1.0655,13.0,38.0,34.21052631578947
140018,0.0,0.0,0.0,
140018,1.0086,,0.0,
140029,0.9939,69.0,414.0,16.666666666666664
140029,0.9536,13.0,335.0,3.880597014925373
140029,1.0294,83.0,406.0,20.44334975369458
140029,0.9681,23.0,139.0,16.546762589928058
140029,1.0199,,0.0,
140029,1.0221,21.0,153.0,13.725490196078432
140030,1.0546,80.0,445.0,17.97752808988764
140030,0.0,0.0,0.0,
140030,0.9711,134.0,715.0,18.74125874125874
140030,1.0172,37.0,189.0,19.576719576719576
140030,1.1415,,0.0,
140030,1.0532,22.0,155.0,14.193548387096774
140032,0.9828,41.0,272.0,15.073529411764705
140032,0.0,0.0,0.0,
140032,1.1203,84.0,338.0,24.85207100591716
140032,0.9761,15.0,95.0,15.789473684210526
140032,0.0,0.0,0.0,
140032,1.0539,,0.0,
140034,1.1156,67.0,329.0,20.364741641337385
140034,0.0,0.0,0.0,
140034,1.0216,28.0,135.0,20.74074074074074
140034,1.0806,32.0,137.0,23.357664233576642
140034,0.0,0.0,0.0,
140034,0.0,0.0,0.0,
140043,0.9917,26.0,188.0,13.829787234042554
140043,0.9792,,0.0,
140043,1.0469,42.0,199.0,21.105527638190953
140043,0.9705,17.0,120.0,14.166666666666666
140043,0.0,0.0,0.0,
140043,1.0412,12.0,74.0,16.216216216216218
140046,1.0191,66.0,369.0,17.88617886178862
140046,0.8864,14.0,370.0,3.783783783783784
140046,1.0019,66.0,320.0,20.625
140046,1.0783,27.0,107.0,25.233644859813083
140046,0.0,0.0,0.0,
140046,1.093,38.0,234.0,16.23931623931624
140048,1.0859,55.0,250.0,22.0
140048,0.0,0.0,0.0,
140048,1.0559,144.0,606.0,23.762376237623762
140048,1.1445,39.0,132.0,29.545454545454547
140048,0.0,0.0,0.0,
140048,1.0282,21.0,114.0,18.421052631578945
140049,1.0352,16.0,70.0,22.857142857142858
140049,0.0,0.0,0.0,
140049,1.0372,34.0,141.0,24.113475177304963
140049,1.0407,,0.0,
140049,0.0,0.0,0.0,
140049,0.0,0.0,0.0,
140052,0.9949,29.0,180.0,16.11111111111111
140052,0.0,0.0,0.0,
140052,1.0612,26.0,112.0,23.214285714285715
140052,0.9568,,0.0,
140052,0.0,0.0,0.0,
140052,1.0472,,0.0,
140053,0.9732,76.0,484.0,15.702479338842975
140053,0.0,0.0,0.0,
140053,0.9848,206.0,1026.0,20.077972709551656
140053,0.9746,46.0,248.0,18.548387096774192
140053,0.954,21.0,206.0,10.194174757281553
140053,0.8487,68.0,643.0,10.57542768273717
140054,0.998,34.0,212.0,16.037735849056602
140054,0.0,0.0,0.0,
140054,1.0384,63.0,295.0,21.35593220338983
140054,1.092,29.0,108.0,26.851851851851855
140054,0.0,0.0,0.0,
140054,1.038,,0.0,
140059,1.006,14.0,91.0,15.384615384615385
140059,1.0486,,0.0,
140059,0.9412,14.0,99.0,14.14141414141414
140059,0.9797,,0.0,
140059,0.0,0.0,0.0,
140059,0.0,0.0,0.0,
140062,1.0527,236.0,1311.0,18.001525553012968
140062,1.2751,28.0,380.0,7.368421052631578
140062,1.0906,323.0,1436.0,22.493036211699163
140062,1.0417,91.0,445.0,20.44943820224719
140062,0.9949,11.0,112.0,9.821428571428571
140062,1.0662,58.0,352.0,16.477272727272727
140063,0.99,31.0,202.0,15.346534653465346
140063,0.0,0.0,0.0,
140063,1.0527,61.0,265.0,23.0188679245283
140063,0.9621,,0.0,
140063,0.0,0.0,0.0,
140063,1.0959,,0.0,
140064,1.0292,43.0,276.0,15.579710144927535
140064,1.1389,,0.0,
140064,1.0947,51.0,237.0,21.518987341772153
140064,1.0331,16.0,89.0,17.97752808988764
140064,0.0,0.0,0.0,
140064,0.0,0.0,0.0,
140065,0.9619,72.0,472.0,15.254237288135593
140065,1.182,28.0,403.0,6.9478908188585615
140065,0.9439,77.0,461.0,16.702819956616054
140065,1.0303,23.0,120.0,19.166666666666668
140065,0.0,0.0,0.0,
140065,0.922,,0.0,
140067,1.1212,144.0,764.0,18.848167539267017
140067,0.9802,,0.0,
140067,0.9573,175.0,977.0,17.911975435005118
140067,0.9592,47.0,307.0,15.309446254071663
140067,0.9229,15.0,187.0,8.02139037433155
140067,1.0063,74.0,586.0,12.627986348122866
140068,0.9835,,0.0,
140068,0.0,0.0,0.0,
140068,1.057,22.0,73.0,30.136986301369863
140068,1.1091,16.0,42.0,38.095238095238095
140068,0.0,0.0,0.0,
140068,0.0,0.0,0.0,
140077,0.0,0.0,0.0,
140077,0.0,0.0,0.0,
140077,0.0,0.0,0.0,
140077,0.0,0.0,0.0,
140077,0.0,0.0,0.0,
140077,0.0,0.0,0.0,
140080,1.1845,75.0,311.0,24.115755627009648
140080,0.9309,,0.0,
140080,1.1375,53.0,191.0,27.748691099476442
140080,1.0745,18.0,59.0,30.508474576271187
140080,0.0,0.0,0.0,
140080,0.9877,,0.0,
140082,0.9948,30.0,160.0,18.75
140082,1.5629,13.0,101.0,12.871287128712872
140082,0.9853,22.0,109.0,20.18348623853211
140082,1.0672,16.0,47.0,34.04255319148936
140082,0.0,0.0,0.0,
140082,0.9639,,0.0,
140083,0.0,0.0,0.0,
140083,0.0,0.0,0.0,
140083,0.0,0.0,0.0,
140083,0.0,0.0,0.0,
140083,0.0,0.0,0.0,
140083,0.0,0.0,0.0,
140084,1.0422,49.0,259.0,18.91891891891892
140084,0.0,0.0,0.0,
140084,0.986,50.0,262.0,19.083969465648856
140084,1.0481,26.0,114.0,22.807017543859647
140084,0.0,0.0,0.0,
140084,0.9431,,0.0,
140088,1.1128,64.0,273.0,23.44322344322344
140088,0.0,0.0,0.0,
140088,0.9652,159.0,774.0,20.54263565891473
140088,1.003,51.0,247.0,20.647773279352226
140088,0.9471,21.0,195.0,10.76923076923077
140088,1.0337,33.0,167.0,19.760479041916167
140089,1.12,33.0,142.0,23.239436619718308
140089,0.0,0.0,0.0,
140089,0.9788,12.0,74.0,16.216216216216218
140089,0.9833,,0.0,
140089,0.0,0.0,0.0,
140089,0.0,0.0,0.0,
140091,1.0297,96.0,538.0,17.843866171003718
140091,1.0564,,0.0,
140091,1.1851,232.0,866.0,26.78983833718245
140091,0.9821,29.0,159.0,18.238993710691823
140091,1.0836,15.0,104.0,14.423076923076922
140091,0.9944,42.0,305.0,13.77049180327869
140093,0.9525,33.0,231.0,14.285714285714285
140093,0.9577,,0.0,
140093,1.1075,56.0,230.0,24.347826086956523
140093,1.1222,29.0,115.0,25.217391304347824
140093,0.0,0.0,0.0,
140093,1.0206,,0.0,
140095,0.0,0.0,0.0,
140095,0.0,0.0,0.0,
140095,0.0,0.0,0.0,
140095,0.0,0.0,0.0,
140095,0.0,0.0,0.0,
140095,0.0,0.0,0.0,
140100,0.0,0.0,0.0,
140100,0.0,0.0,0.0,
140100,0.0,0.0,0.0,
140100,0.0,0.0,0.0,
140100,0.0,0.0,0.0,
140100,0.0,0.0,0.0,
140101,0.9728,45.0,282.0,15.957446808510639
140101,1.0493,,0.0,
140101,1.0508,66.0,295.0,22.372881355932204
140101,0.9885,16.0,95.0,16.842105263157894
140101,0.0,0.0,0.0,
140101,0.9481,,0.0,
140103,0.9966,,0.0,
140103,0.0,0.0,0.0,
140103,1.0828,15.0,32.0,46.875
140103,1.1526,23.0,48.0,47.91666666666667
140103,0.0,0.0,0.0,
140103,0.0,0.0,0.0,
140110,0.9649,31.0,221.0,14.027149321266968
140110,0.0,0.0,0.0,
140110,0.9644,42.0,232.0,18.103448275862068
140110,0.9368,,0.0,
140110,0.0,0.0,0.0,
140110,0.0,0.0,0.0,
140113,0.9335,,0.0,
140113,0.0,0.0,0.0,
140113,1.0625,37.0,165.0,22.424242424242426
140113,0.9932,,0.0,
140113,1.1167,,0.0,
140113,1.1158,24.0,134.0,17.91044776119403
140114,1.0126,47.0,262.0,17.938931297709924
140114,0.0,0.0,0.0,
140114,0.9921,60.0,300.0,20.0
140114,0.9616,,0.0,
140114,0.0,0.0,0.0,
140114,0.9887,20.0,151.0,13.245033112582782
140115,1.0326,,0.0,
140115,0.0,0.0,0.0,
140115,0.0,0.0,0.0,
140115,0.0,0.0,0.0,
140115,0.0,0.0,0.0,
140115,0.0,0.0,0.0,
140116,1.0217,182.0,1031.0,17.652764306498543
140116,1.1262,29.0,416.0,6.971153846153847
140116,0.9032,232.0,1289.0,17.99844840961986
140116,1.0428,77.0,356.0,21.629213483146067
140116,1.1126,16.0,105.0,15.238095238095239
140116,0.9685,45.0,353.0,12.747875354107649
140117,1.043,77.0,418.0,18.421052631578945
140117,0.8873,,0.0,
140117,0.9462,150.0,846.0,17.73049645390071
140117,0.9268,17.0,115.0,14.782608695652174
140117,1.0228,,0.0,
140117,0.9778,31.0,219.0,14.15525114155251
140119,0.966,57.0,309.0,18.446601941747574
140119,0.9715,21.0,468.0,4.487179487179487
140119,1.0696,177.0,710.0,24.929577464788732
140119,0.878,14.0,106.0,13.20754716981132
140119,1.0035,14.0,102.0,13.725490196078432
140119,1.0442,31.0,149.0,20.80536912751678
140120,0.9335,15.0,130.0,11.538461538461538
140120,0.0,0.0,0.0,
140120,0.9587,21.0,133.0,15.789473684210526
140120,0.9805,,0.0,
140120,0.0,0.0,0.0,
140120,0.0,0.0,0.0,
140122,0.9825,62.0,390.0,15.897435897435896
140122,0.0,0.0,0.0,
140122,0.9349,58.0,341.0,17.008797653958943
140122,0.9636,13.0,85.0,15.294117647058824
140122,0.947,,0.0,
140122,0.9794,18.0,164.0,10.975609756097562
140124,1.0471,12.0,49.0,24.489795918367346
140124,0.0,0.0,0.0,
140124,0.9929,38.0,186.0,20.43010752688172
140124,1.0311,11.0,44.0,25.0
140124,0.0,0.0,0.0,
140124,1.0001,,0.0,
140125,1.0354,15.0,78.0,19.230769230769234
140125,0.0,0.0,0.0,
140125,1.002,17.0,87.0,19.54022988505747
140125,0.9919,,0.0,
140125,0.0,0.0,0.0,
140125,0.0,0.0,0.0,
140127,0.9627,42.0,287.0,14.634146341463413
140127,1.2616,26.0,424.0,6.132075471698113
140127,0.9975,59.0,298.0,19.798657718120804
140127,0.9424,15.0,112.0,13.392857142857142
140127,0.0,0.0,0.0,
140127,1.0168,12.0,92.0,13.043478260869565
140130,1.0048,69.0,403.0,17.121588089330025
140130,0.8588,,0.0,
140130,0.8694,97.0,601.0,16.139767054908486
140130,0.9481,15.0,103.0,14.563106796116504
140130,0.0,0.0,0.0,
140130,1.0736,18.0,108.0,16.666666666666664
140133,1.0072,15.0,75.0,20.0
140133,0.0,0.0,0.0,
140133,0.9312,27.0,160.0,16.875
140133,1.0704,19.0,68.0,27.941176470588236
140133,0.0,0.0,0.0,
140133,0.0,0.0,0.0,
140135,0.8881,56.0,420.0,13.333333333333334
140135,1.1179,,0.0,
140135,1.0316,85.0,395.0,21.518987341772153
140135,0.95,37.0,199.0,18.592964824120603
140135,0.0,0.0,0.0,
140135,0.9457,,0.0,
140137,0.9564,,0.0,
140137,0.0,0.0,0.0,
140137,1.0365,,0.0,
140137,0.0,0.0,0.0,
140137,0.0,0.0,0.0,
140137,0.0,0.0,0.0,
140145,1.0183,20.0,124.0,16.129032258064516
140145,0.0,0.0,0.0,
140145,1.0013,18.0,101.0,17.82178217821782
140145,0.0,0.0,0.0,
140145,0.0,0.0,0.0,
140145,0.0,0.0,0.0,
140147,0.9322,14.0,132.0,10.606060606060606
140147,0.0,0.0,0.0,
140147,1.0173,23.0,108.0,21.296296296296298
140147,1.19,24.0,67.0,35.82089552238806
140147,0.0,0.0,0.0,
140147,0.0,0.0,0.0,
140148,1.0046,107.0,669.0,15.994020926756352
140148,1.0425,,0.0,
140148,0.9821,123.0,636.0,19.339622641509436
140148,0.9353,56.0,327.0,17.12538226299694
140148,0.9833,16.0,153.0,10.457516339869281
140148,1.0934,66.0,407.0,16.216216216216218
140150,0.9412,11.0,85.0,12.941176470588237
140150,1.0423,,0.0,
140150,1.1605,56.0,188.0,29.78723404255319
140150,0.9999,,0.0,
140150,0.0,0.0,0.0,
140150,1.0267,,0.0,
140155,0.8829,23.0,209.0,11.004784688995215
140155,0.8819,,0.0,
140155,0.9404,27.0,159.0,16.9811320754717
140155,0.9091,,0.0,
140155,0.0,0.0,0.0,
140155,0.8502,,0.0,
140158,0.9849,,0.0,
140158,0.0,0.0,0.0,
140158,1.1437,28.0,84.0,33.33333333333333
140158,0.9832,,0.0,
140158,0.0,0.0,0.0,
140158,0.0,0.0,0.0,
140160,0.9745,17.0,136.0,12.5
140160,1.007,,0.0,
140160,0.9064,13.0,126.0,10.317460317460316
140160,0.9639,,0.0,
140160,0.0,0.0,0.0,
140160,0.9715,,0.0,
140161,0.9452,15.0,141.0,10.638297872340425
140161,0.8733,,0.0,
140161,1.0312,23.0,121.0,19.00826446280992
140161,1.0066,11.0,68.0,16.176470588235293
140161,0.0,0.0,0.0,
140161,0.0,0.0,0.0,
140162,1.069,51.0,281.0,18.14946619217082
140162,1.2726,,0.0,
140162,1.0859,80.0,386.0,20.72538860103627
140162,1.0214,17.0,102.0,16.666666666666664
140162,0.9401,,0.0,
140162,1.02,17.0,148.0,11.486486486486488
140164,1.0257,54.0,291.0,18.556701030927837
140164,0.9871,,0.0,
140164,1.0701,80.0,329.0,24.316109422492403
140164,0.9446,27.0,171.0,15.789473684210526
140164,1.0195,,0.0,
140164,1.0315,32.0,230.0,13.91304347826087
140166,1.0791,74.0,371.0,19.946091644204852
140166,1.2274,,0.0,
140166,0.9978,83.0,400.0,20.75
140166,1.0863,25.0,94.0,26.595744680851062
140166,0.0,0.0,0.0,
140166,0.9933,12.0,91.0,13.186813186813188
140172,1.075,59.0,290.0,20.344827586206897
140172,1.067,,0.0,
140172,1.0881,128.0,527.0,24.28842504743833
140172,1.0453,40.0,169.0,23.668639053254438
140172,0.0,0.0,0.0,
140172,1.0213,17.0,112.0,15.178571428571427
140174,1.0457,33.0,180.0,18.333333333333332
140174,0.0,0.0,0.0,
140174,1.0896,60.0,245.0,24.489795918367346
140174,1.0556,12.0,48.0,25.0
140174,0.9462,,0.0,
140174,1.1704,21.0,76.0,27.631578947368425
140177,0.0,0.0,0.0,
140177,0.0,0.0,0.0,
140177,1.0631,18.0,54.0,33.33333333333333
140177,1.0412,11.0,31.0,35.483870967741936
140177,0.0,0.0,0.0,
140177,0.0,0.0,0.0,
140179,1.1625,91.0,396.0,22.97979797979798
140179,1.1939,,0.0,
140179,1.0944,137.0,574.0,23.86759581881533
140179,1.0434,36.0,157.0,22.929936305732486
140179,0.0,0.0,0.0,
140179,1.1695,26.0,99.0,26.262626262626267
140180,0.9906,24.0,142.0,16.901408450704224
140180,0.0,0.0,0.0,
140180,1.141,59.0,188.0,31.382978723404253
140180,1.06,18.0,73.0,24.65753424657534
140180,0.0,0.0,0.0,
140180,1.1387,14.0,43.0,32.55813953488372
140181,1.0408,,0.0,
140181,0.0,0.0,0.0,
140181,1.0341,,0.0,
140181,0.0,0.0,0.0,
140181,0.0,0.0,0.0,
140181,0.0,0.0,0.0,
140182,0.9362,17.0,131.0,12.977099236641221
140182,0.0,0.0,0.0,
140182,1.0715,62.0,262.0,23.66412213740458
140182,1.0556,11.0,36.0,30.555555555555557
140182,0.0,0.0,0.0,
140182,0.9323,,0.0,
140184,1.01,26.0,150.0,17.333333333333336
140184,0.9452,,0.0,
140184,1.0095,26.0,116.0,22.413793103448278
140184,1.0433,14.0,49.0,28.57142857142857
140184,0.0,0.0,0.0,
140184,0.9988,,0.0,
140185,0.9922,100.0,577.0,17.33102253032929
140185,1.098,14.0,240.0,5.833333333333333
140185,0.9505,123.0,647.0,19.01081916537867
140185,1.0648,43.0,189.0,22.75132275132275
140185,1.0098,,0.0,
140185,1.0624,27.0,157.0,17.197452229299362
140186,0.973,71.0,470.0,15.106382978723405
140186,0.0,0.0,0.0,
140186,0.9794,90.0,482.0,18.672199170124482
140186,1.0098,37.0,182.0,20.32967032967033
140186,1.0452,,0.0,
140186,1.0054,17.0,124.0,13.709677419354838
140187,0.9036,39.0,293.0,13.310580204778159
140187,1.2835,,0.0,
140187,0.9774,108.0,546.0,19.78021978021978
140187,1.0256,16.0,73.0,21.91780821917808
140187,1.0097,,0.0,
140187,1.0366,40.0,252.0,15.873015873015872
140189,1.0092,65.0,402.0,16.169154228855724
140189,1.1554,21.0,327.0,6.422018348623854
140189,1.1452,127.0,527.0,24.09867172675522
140189,0.9843,39.0,229.0,17.03056768558952
140189,0.0,0.0,0.0,
140189,0.9533,,0.0,
140191,1.0039,32.0,175.0,18.285714285714285
140191,1.173,,0.0,
140191,1.0505,119.0,555.0,21.44144144144144
140191,1.0963,26.0,103.0,25.24271844660194
140191,0.0,0.0,0.0,
140191,0.9721,,0.0,
140197,0.0,0.0,0.0,
140197,0.0,0.0,0.0,
140197,0.0,0.0,0.0,
140197,0.0,0.0,0.0,
140197,0.0,0.0,0.0,
140197,0.0,0.0,0.0,
140200,1.0413,118.0,657.0,17.960426179604262
140200,0.9418,40.0,945.0,4.232804232804233
140200,1.0628,241.0,1160.0,20.775862068965516
140200,1.0706,59.0,275.0,21.454545454545453
140200,0.9534,,0.0,
140200,1.0417,29.0,190.0,15.263157894736842
140202,1.0521,157.0,874.0,17.96338672768879
140202,0.8215,,0.0,
140202,0.9829,159.0,815.0,19.509202453987733
140202,0.9331,37.0,237.0,15.611814345991561
140202,0.9264,,0.0,
140202,1.0266,34.0,217.0,15.668202764976957
140206,1.0129,12.0,63.0,19.047619047619047
140206,0.0,0.0,0.0,
140206,1.0918,20.0,55.0,36.36363636363637
140206,1.0445,,0.0,
140206,0.0,0.0,0.0,
140206,0.0,0.0,0.0,
140208,1.1249,114.0,522.0,21.839080459770116
140208,1.1223,14.0,186.0,7.526881720430108
140208,1.028,282.0,1287.0,21.91142191142191
140208,1.0092,51.0,240.0,21.25
140208,1.033,26.0,183.0,14.207650273224044
140208,1.0338,57.0,347.0,16.42651296829971
140209,1.0108,56.0,317.0,17.665615141955836
140209,0.0,0.0,0.0,
140209,1.0797,72.0,310.0,23.225806451612904
140209,1.0188,20.0,100.0,20.0
140209,1.0279,,0.0,
140209,0.9532,26.0,213.0,12.206572769953052
140210,0.9726,,0.0,
140210,0.0,0.0,0.0,
140210,0.9988,,0.0,
140210,1.0036,11.0,56.0,19.642857142857142
140210,0.0,0.0,0.0,
140210,0.0,0.0,0.0,
140211,1.0319,64.0,382.0,16.75392670157068
140211,1.0739,,0.0,
140211,0.9302,94.0,582.0,16.151202749140893
140211,0.9835,18.0,115.0,15.65217391304348
140211,0.0,0.0,0.0,
140211,1.0293,17.0,135.0,12.592592592592592
140213,1.1572,206.0,1024.0,20.1171875
140213,0.8889,,0.0,
140213,1.0636,236.0,1096.0,21.532846715328464
140213,1.0393,55.0,286.0,19.230769230769234
140213,0.8847,20.0,237.0,8.438818565400844
140213,0.9544,53.0,419.0,12.649164677804295
140217,0.9516,24.0,170.0,14.117647058823529
140217,0.9362,,0.0,
140217,0.9916,39.0,185.0,21.08108108108108
140217,0.978,11.0,67.0,16.417910447761194
140217,0.0,0.0,0.0,
140217,1.0716,12.0,58.0,20.689655172413794
140223,1.0089,169.0,910.0,18.571428571428573
140223,1.1559,15.0,212.0,7.0754716981132075
140223,0.9236,211.0,1189.0,17.74600504625736
140223,0.9892,34.0,175.0,19.428571428571427
140223,1.0817,11.0,73.0,15.068493150684931
140223,0.9788,32.0,244.0,13.114754098360656
140224,1.0189,19.0,103.0,18.446601941747574
140224,0.8512,,0.0,
140224,0.9458,38.0,233.0,16.30901287553648
140224,0.9942,12.0,57.0,21.052631578947366
140224,0.0,0.0,0.0,
140224,1.0187,,0.0,
140228,1.0072,75.0,457.0,16.411378555798688
140228,0.0,0.0,0.0,
140228,1.0585,107.0,480.0,22.291666666666668
140228,1.0153,29.0,150.0,19.333333333333332
140228,1.0545,,0.0,
140228,1.0211,25.0,181.0,13.812154696132598
140231,0.9866,130.0,790.0,16.455696202531644
140231,1.1371,18.0,307.0,5.863192182410423
140231,1.0628,227.0,1034.0,21.953578336557058
140231,0.9948,49.0,259.0,18.91891891891892
140231,0.9914,13.0,135.0,9.62962962962963
140231,1.0762,37.0,240.0,15.416666666666668
140233,1.1139,87.0,421.0,20.665083135391924
140233,1.2746,13.0,158.0,8.227848101265822
140233,1.0116,98.0,508.0,19.291338582677163
140233,0.9973,17.0,94.0,18.085106382978726
140233,1.1022,14.0,83.0,16.867469879518072
140233,1.0286,32.0,220.0,14.545454545454545
140239,0.9833,22.0,137.0,16.05839416058394
140239,0.0,0.0,0.0,
140239,0.8707,48.0,329.0,14.58966565349544
140239,0.9937,36.0,174.0,20.689655172413794
140239,0.9776,,0.0,
140239,0.9821,14.0,104.0,13.461538461538462
140242,1.0958,118.0,614.0,19.218241042345277
140242,1.0725,,0.0,
140242,0.9844,179.0,969.0,18.472652218782248
140242,0.9242,22.0,166.0,13.253012048192772
140242,0.8094,,0.0,
140242,0.9674,25.0,230.0,10.869565217391305
140251,1.0197,25.0,142.0,17.6056338028169
140251,0.0,0.0,0.0,
140251,1.0169,46.0,210.0,21.904761904761905
140251,1.0106,13.0,70.0,18.571428571428573
140251,0.0,0.0,0.0,
140251,0.9887,,0.0,
140252,0.9589,146.0,1009.0,14.469772051536175
140252,0.8447,26.0,677.0,3.8404726735598227
140252,0.9535,170.0,983.0,17.293997965412004
140252,1.0299,57.0,303.0,18.81188118811881
140252,1.2581,22.0,123.0,17.88617886178862
140252,1.2241,61.0,325.0,18.76923076923077
140258,1.0095,116.0,668.0,17.365269461077844
140258,1.0679,22.0,402.0,5.472636815920398
140258,1.0445,203.0,976.0,20.799180327868854
140258,1.1218,37.0,158.0,23.417721518987342
140258,0.8379,,0.0,
140258,0.9604,23.0,192.0,11.979166666666668
140275,0.9818,16.0,109.0,14.678899082568808
140275,0.8741,,0.0,
140275,1.0,21.0,118.0,17.796610169491526
140275,0.9829,11.0,74.0,14.864864864864865
140275,0.0,0.0,0.0,
140275,0.9908,,0.0,
140276,1.0729,51.0,247.0,20.647773279352226
140276,0.9931,,0.0,
140276,1.0024,124.0,599.0,20.70116861435726
140276,1.1089,26.0,83.0,31.32530120481928
140276,0.9434,12.0,125.0,9.6
140276,1.0487,28.0,150.0,18.666666666666668
140280,1.0815,73.0,403.0,18.11414392059553
140280,0.9546,,0.0,
140280,0.9707,73.0,411.0,17.761557177615572
140280,0.9905,23.0,147.0,15.646258503401361
140280,0.985,,0.0,
140280,1.0979,38.0,251.0,15.139442231075698
140281,1.0856,139.0,672.0,20.684523809523807
140281,0.961,29.0,598.0,4.849498327759197
140281,0.9472,259.0,1316.0,19.680851063829788
140281,1.0194,39.0,177.0,22.033898305084744
140281,0.9789,13.0,144.0,9.027777777777777
140281,0.9654,29.0,217.0,13.36405529953917
140286,0.9929,52.0,331.0,15.709969788519636
140286,0.0,0.0,0.0,
140286,0.906,38.0,254.0,14.960629921259844
140286,1.026,21.0,108.0,19.444444444444446
140286,0.0,0.0,0.0,
